ID,Name,Review,Instagram,Netflix,Prime,Year,Director,Lead,Acting,Story,Execution,Profundity,Overall,Poster,Genre1,Genre2,Trailer
100,Capernaum,"It can be akined to walking on a tightrope to walk on for a director filming a movie which tackles a large number of social issues. If done wrong, you get a bland and tastless film which might seem as a propaganda film issued by the state! But if done right, you get Capernaum! It follows the events leading up to a possibly 12 year old boy Zain suing his parents for negligence. A fair bit warning, if you belong to those masses who get teary-eyed at seeing extreme poverty and hardship, this one is a tough to watch. Extremly raw, this film won't allow you to get some respite by having a few anecdotal episodes or even offer some shelter by having much of a background score (untill the end that is). I myself had to take a week, to watch this film completely. But once you do, this might just be the most powerful and moving piece of human resilience and keeping up the bravado during adversity. The film at the start very clearly discriminates between the protagonist and the antagonists, but by the end, those lines become blurry. You will start seeing the reason behind the actions of the 'bad people', their plight, their anguish. You'll start seeing the flaw in their logic and yet be in concurrence with their decisions. All in all, this one takes away the award for the best international film of this decade by a mile. A perfect screenshot of human emotion and logic, this one is one for the ages and beyond.",0,1,0,2018,Nadine Labaki,"Zain Al Rafeea, Yordanos Shiferaw",4.4,4.5,3.6,4.6,4.3,capernaum.png,International,Drama,https://www.youtube.com/watch?v=ULUo0048xZE
101,The Florida Project,"This film is remarkable in the way that it does not have a definite storyline to follow - rather it is just a series of anecdotes strung together. But still, by the end you'll marvel at how effective and engaging it turned out to be! Sean Baker's The Florida Project gives an insight into the rarely shown part of USA - the poverty stricken family living in the budget hotels, and how they (especially the kids) manage to find joy in the smallest of things. The plot might seem a bit predictable as the characters themselves were on a self-destruction path. However, the noteworthy thing was that Barker managed to turn a predictable story line with almost no twists and turns and made it into a masterpice. The entier movie was seen through the perception of a six year old girl (which might help to justify the ending) and Baker very well complements that with vivid imagery and using bright colours. The entire 2 hours feels like watching it via an instagram filter! Hence in terms of cinematography it might just manage to sit at the table with The Grand Budapest Hotel. Overall, this is a decent enough light-hearted film. Some might characterize and a bit boring (justifiably dare I say!), but certainly no one can deny the cinematography, the use of colours, the unbelievable acting by a 6 six year old. And also, it feels really refreshing to see William Dafoe in role which does not range from the superhero film villain to a psychotic lighthouse keeper!",1,1,0,2017,Sean Baker,"Willem Dafoe, Brooklynn Prince",3.6,2.8,3.9,3.2,3.3,the florida project.jpg,Lighthearted,Drama,https://www.youtube.com/watch?v=WwQ-NH1rRT4
102,The Killing of a Sacred Deer,"Wow, I don't know where to start. Having seen quite a few films by Ari Aster, I never realized there could be any film, more disturbing than Midsommar or Hereditry (please don't mention a Siberian film or Human Centipied!). But this one certainly made my jaw drop as the film very masterfully without the use of gore or background score creates such an errie atmosphere, that will leave you shocked to the core! There's a constant sense of something off-putting about it that makes you want to puke, but at the same time remain glued to your seat! Nothing less was expected from Yorgos Lanthimos's film, who this time around, took symbolism quite literally (I do encourage reading about the film after it ends as otherwise this one would certainly feel quite abstract). Not exactly a horro film, this one is rather an artistic horror. So leave it for nights when you feel inspired and courageous!",0,0,1,2017,Yorgos Lanthimos,"Colin Farrel, Nicole Kidman",3.7,3.2,3.3,2.9,3.3,Sacred Deer.jpg,Dark,Horror,https://www.youtube.com/watch?v=CQFdGfwChtw
103,Masaan,"I actually feel a bit bad about posting a review this late of what is possibly one of the best that bollywood has to offer! Large went unnoticed upon its release, this one is one for the ages! Set in the backdrop of the serene ghats of Varanasi, this is a sublime tale of love, death and beyond. The actors (few who are largely seen in comic roles) absolutely proved their metel. This plot itself runs in parallel with another (the underlying theme of both remains the same) intervines beautifully and effortlessly! There are scenes which will absolutely break you up. What makes this an even majestic film, is that it incorporates the backdrop into the character's development arc too, instead of being used mearly as a prop. This thus gives a certain depth and dimension to each.  I can go on and on about how fantastic this film and still it won't be enough! Hence I implore you, to please give this film a watch! It is absolutely stunning!",0,1,0,2015,Neeraj Ghaywan,"Richa Chadda, Vicky Kaushal",4,4.1,3.5,4.1,4,masaan.png,Bollwood,Romance,https://www.youtube.com/watch?v=SKJfBo3xMW0
104,Black Hawk Down,"Ridley Soctt's Black Hawk Down is as grandeur as it comes! Many have described it as the closest one could get to experience the horrors that go down in these war torn areas! Tilting more towards the survival war film, this one will absolutely grip you till the end! Although not as potent as ther war based films out there, I still makes the cut above others as it does not only rely on actions and fireworks to build up the story. There is emotion. There's a psychological dive into the character's mind. Into the mind and thought process of a soldier stuck in enemy land. By the end, you would feel as exhausted as the squadron leader surrounded by Somali insurgents! It is that powerful. So do give it a watch someday!",0,0,1,2002,Ridley Scott,"Josh Harnett, Eric Bana",2.8,2.9,3.3,1.8,2.7,black hawk down.jpg,War,True Story,https://www.youtube.com/watch?v=5Y1ju8QwpQM
105,Swallow,"Underrated and misunderstood would be the adjectives that I would use to describe this movie! Although marketed as another twisted film (a pregnant wife craves eating. But not just food...), I actually believe it is more than that. The twisted portion might just be a prop that was used to get from point A to B. If you see it from that view point, the film would rather be seen as a one of healing and achieveing closure. And a damn good one at that! The acting by Haley Bennet is supremely good and acted to perfection! The cinematography is just fabulous. More importantly, the brilliant use of colours which give the whole look and feel a strong puch. There is no gore for the thriller as it has been labelled as, but if one views it as an indie film more, it is simply amazing. The underlying feel could've worked equally good had the twisted portion been omitted (would've made more sense I feel), but there's no taking away the awesome acting, use of colours and the subtle message at the end!",1,0,0,2020,Crarlo Mirabella-Davis,"Haley Bennett, Austin Stowell",3.6,2.8,3.2,2.8,3.1,swallow.jpg,Thriller,Drama,https://www.youtube.com/watch?v=auVZKcxV7XQ
106,The Prestige,"It does not even feel like giving a review to a Nolan film, because whether it is good or bad, you just have to watch it! It is Nolan after all! But taking nothing away from Prestige, it is as Nolan-esque film as they come! Messing around with your brain and with the overall timeline of the film, that to properly understand it, you just would have to watch it again! The Prestige boasts a powerfull cast who carry the film very well. The film gives very subtle hints at decoding the reveal at various steps which one only realizes after watching it atleast once! The concept adapted from the Novel which goes by the same name, Nolan has given it a very modern and powerful tweaks to make it an out and out enthralling film! Probably just misses out from his other greats like Interstellar and Inception, this one still packs a powerful punch with it. As I said, it is Nolan after all!",0,0,1,2006,Christopher Nolan,"Hugh Jackman, Christian Bale",3.2,3.7,2.9,2.7,3.2,the prestige.jpg,Sci-Fi,Thriller,https://www.youtube.com/watch?v=ObGVA1WOqyE
107,Koe No Katachi,"Actually named as - A Silent Voice - after the manga adaptation originally named Koe No Katachi, this is an anime film about the path of redemption that a once bully walks on to make ammends. It is a beautiful little story. Full of ups and down that is often a staple of young adult romance. But where others fall flat by giving too much into the 'cheesy-vibes', Koe No Katachi, not only strungs the strings of the heart, but also provides thereputic healing. Either by the character arc of the protagonist, or by the serenity of simple moments in life - like walking on a bridge, talking under a tree, etc. It is everything that you expect from a manga film that is not directed by a certain Satoshi Kon (Tokyo Godfathers may object this claim!). Overall, when feeling down amongst the dumps, this one is the one film you might want to go to.",0,0,0,2016,Naoko Yamada,NA,NA,3.5,3.2,3.2,3.4,A Silent Voice.png,Animated,Romance,https://www.youtube.com/watch?v=nfK6UgLra7g
108,Eternal sunshine of the spotless mind,"Oh boy, this is one of the film that I feared writing the most. As it is so close to the people who have watched it that dare it not allign with my review (which for this movie requires adjectives that I just don't know enough!) will surely bring out the pitch forks! But still, It would be a sin, not to mention this one in the MBtS columns. Brought to you by the legendary Charlie Kaufman, it follows Joel Barish who tries to literally remove the memories of his ex-girlfriend as a tit-for-tat but soon realizes that might not be the best step. As a trademark of Kaufman, the plot is like a maze which very regulalry is tossed up in the air and rearranged for you to navigate through again. But this doesn't make the film a futile and repetative exercise in understanding it, as each new rearrangement revels yet another aspect that we earlier overlooked but now feels so damn obvious! Jim Carry yet again carried out his role to absolute perfection, reiterrating the fact that he is just a comic-roles guy. The pain, longing for warmth and feeling loved that Joel Barish is so dearly searching for simply cannot be acted out by anyone else. Kate Winslet on the other hand effortlessly complements Joel as an outgoing and wild girl and this very pairing of the two clearly questions the popular notion of do opposites really attract each other? And if so, more importantly is it stable? Do their sunshine filled moments emerge triumphant over the rocky patches? The perfect cast, the perfect story, the perfect director, and the perfect balance of neo-realism, science fiction, romance and drama, this one is a cocktail of emotion that needs to be consumed by everyone at least once!",1,0,0,2004,Charlie Kaufman,"Jim Carrey, Kate Winslet",4.2,4.7,3.5,4.6,4.3,spotless mind.jpg,Romance,Sci-Fi,https://www.youtube.com/watch?v=yE-f1alkq9I
109,The Witch,"I have mixed opinions about this one. On one hand, the setting, backdrop, cinematography, scripting, all are spot on. Robert Egger's film usually focus more on creating an uneasy environment to provide 'the kick' in his horror films rather than relying on the age old trope of jumpscares, gore or any psychological elements. If you watch films with an artistic viewpoint, you would appreciate it much more than others. On the other hand, it is more of a slow burn than an edge of your seat thriller, something which is quite tricky to manage in a horror genre. However, one thing that I would like to point out here, is that although this film uses devils and satanic rituals to set things in motion, it is rather the disconcerting human nature that carries the sense of dread forward! You would actually see very few 'disturbing' scenes yet the director manages to create a sense of uneasiness and distrust. At what point does a family starts to crack when under such duress? Where does the line between impression and impersonation blurs? It is by answering these questions that Robert Eggers sets the scene for his debut film.",1,0,1,2016,Robert Eggers,"Anya Tylor-Joy, Ralph Ineson",3.7,3.2,3.8,2.5,3.3,the vvitch.png,Dark,Horror,https://www.youtube.com/watch?v=iQXmlf3Sefg
110,A prefectly normal family,"Don't know where to begin with this one really. On one hand it has all the elements that you would expect from a film whose main theme revolves around LGBTQ issue. But on the other hand, it is unique in the sense that not only shows the hardships that a person coming out of a closet faces, but also gives justice to how their loved ones rect to these changes and tells things beautifully from their point of view. There have been a lot of main-stream movies that try to cover this issue (hello Netflix), however none comes close to this quaint dutch film. For anyone trying to understand the complete Trans spectrum, this is a good place to start. A bit predictable storyline (with a few chessy dialogues here and there), my only criticism remains that had they employed a truly trans-gendered actor for this role, it would have created a bigger impact and felt a bit more natural. Although, nothing taking away from what is a heartwarming film!",1,0,0,2020,Malou Reymann,"Mikkel Boe Følsgaard, Jessica Dinnage",2.9,2.7,3.3,3.5,3.1,perfectly normal.jpg,International,Drama,https://www.youtube.com/watch?v=rt2KsFGQ5-w
